model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,79.3823884328137,208.7901528232888,88.31855754895652,730.5803654360716,1.0,1.0,0.0
ppo_T1,79.6872223135322,205.24355128663584,88.9919454031618,734.7803546524123,1.0,0.0,0.0
ppo_T1,80.01573697847918,201.6717999354194,89.6706808271302,738.9806384086279,1.0,0.0,0.0
ppo_T1,80.35961318592122,198.15433883939747,88.35575606628753,741.0808873827541,1.0,1.0,0.0
ppo_T1,80.71714461104077,194.69084449634994,87.04747908566273,745.2815480748149,1.0,1.0,0.0
ppo_T1,81.09500745534027,191.20150296950544,87.74353473356138,749.4823137191828,1.0,0.0,0.0
ppo_T1,81.49244245089226,187.68619320124816,88.4426273866795,751.582689694908,1.0,0.0,0.0
ppo_T1,81.89969446165874,184.22422527476363,87.14598428886752,755.783353995265,1.0,1.0,0.0
ppo_T1,82.30821016862171,180.8573343206496,84.78959170989923,759.9838473058181,0.0,1.0,0.0
ppo_T1,82.73005982933917,177.58995352355348,82.36251578190769,762.0840228821218,0.0,1.0,0.0
ppo_T1,83.18291822821901,174.3007413489387,83.00601431172858,766.2842391280473,1.0,0.0,0.0
ppo_T1,83.66560497673738,170.98939261774584,83.65859533233746,768.3842873508505,1.0,0.0,0.0
ppo_T1,84.17699933422315,167.65561878538222,84.31923028816081,772.584290096434,1.0,0.0,0.0
ppo_T1,84.7160371779997,164.29914709578574,84.98699900604575,774.6842578083929,1.0,0.0,0.0
ppo_T1,85.26895007706958,160.99863109733872,83.662710219229,778.8841671354517,1.0,1.0,0.0
ppo_T1,85.82349183879367,157.79487701816325,81.28482624900526,783.0841096146559,0.0,1.0,0.0
ppo_T1,86.38824657219895,154.64604350909468,79.97695127635525,785.1841215243817,1.0,1.0,0.0
ppo_T1,86.95108790018288,151.59297138992704,77.61298105554528,789.3842815375098,0.0,1.0,0.0
ppo_T1,87.52094571361255,148.59389359970297,76.31843453313778,791.4844475417289,1.0,1.0,0.0
ppo_T1,88.09636343536127,145.6484006564484,75.02930358060553,795.6849697768187,1.0,1.0,0.0
ppo_T1,88.66536284736596,142.79737601380168,72.68124691005417,797.7853148651571,0.0,1.0,0.0
ppo_T1,89.23732672259987,139.99915294799095,71.40200890297022,799.8856921696095,1.0,1.0,0.0
ppo_T1,89.81107104285313,137.25338681891373,70.12673429500069,804.0863905175548,1.0,1.0,0.0
ppo_T1,90.37473601672217,134.6009950301095,67.79058011664908,806.1865983321042,0.0,1.0,0.0
